population,age,white,minority,tot_households,average_household_size,married_households,nonfamily_households,median_household_income,owner,renter,median_gross_rent,tot_gross_rent_as_percent_of_income,less_than_30_of_income,more_than_30_of_income,median_gross_rent_as_percent_of_income,median_n_rooms,less_than_high_school,high_school,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,employed,unemployed
432.0,34.7,0.7315190370273453,0.2684809629726547,5010.0,3.03,0.7526946107784431,0.14510978043912176,132823.0,0.9427179352120095,0.05728206478799052,1475.0,412.0,0.016592046352383462,0.009547010797998419,27.5,7.5,0.03278688524590164,0.1022739291380222,0.3477525118984664,0.19037546271813854,0.011528291909042835,0.03976731887890005,0.706090110729286,0.020427644138984347
194.0,41.5,0.745945945945946,0.25405405405405407,1384.0,2.94,0.7687861271676301,0.14739884393063585,117417.0,0.9754299754299754,0.02457002457002457,0.0,50.0,0.0,0.012285012285012284,0.0,7.8,0.027881040892193308,0.11301115241635688,0.34572490706319703,0.13308550185873605,0.011524163568773234,0.005947955390334572,0.729903536977492,0.028938906752411574
1422.0,33.6,0.6431647760046145,0.3568352239953855,14332.0,3.61,0.8175411666201507,0.08407758861289422,154593.0,0.8906150244732922,0.10938497552670781,1781.0,1997.0,0.01961732670394088,0.018669349378010795,29.2,8.1,0.03867571124835476,0.06334582025581317,0.3888495157098984,0.24329249772198036,0.026256285646788835,0.03513212513921231,0.6228107646304998,0.04123593905738288
262.0,42.2,0.7798566878980892,0.22014331210191082,1487.0,3.33,0.8507061197041023,0.04236718224613315,220130.0,0.9190226171243941,0.08097738287560581,3501.0,94.0,0.018982229402261713,0.0,22.6,9.0,0.010333333333333333,0.07533333333333334,0.4573333333333333,0.20166666666666666,0.03233333333333333,0.050666666666666665,0.6091481785812106,0.01615995617639003
53.0,28.6,0.49504950495049505,0.504950495049505,250.0,4.44,0.428,0.16,61250.0,0.648064806480648,0.35193519351935193,0.0,60.0,0.0279027902790279,0.0144014401440144,0.0,6.0,0.15406976744186046,0.17005813953488372,0.125,0.04941860465116279,0.0,0.0,0.5913348946135831,0.01639344262295082
83.0,32.1,0.3911858246251704,0.6088141753748296,677.0,3.25,0.7370753323485968,0.1255539143279173,63397.0,0.6692412539754657,0.3307587460245343,1387.0,218.0,0.023625624716038164,0.05088596092685143,45.0,5.7,0.08359133126934984,0.16795665634674922,0.2755417956656347,0.12616099071207432,0.0,0.009287925696594427,0.6625233064014916,0.060907395898073334
89.0,34.4,0.27376637858935043,0.7262336214106496,910.0,3.5,0.7252747252747253,0.18571428571428572,85913.0,0.9849293563579278,0.015070643642072213,0.0,48.0,0.004709576138147566,0.010361067503924647,0.0,6.3,0.20593607305936074,0.17853881278538813,0.3004566210045662,0.1050228310502283,0.019178082191780823,0.0,0.6012293507491356,0.09104878985785632
65.0,47.3,0.4482058226134055,0.5517941773865944,675.0,2.19,0.48,0.31851851851851853,26616.0,0.3107650643195667,0.6892349356804333,970.0,515.0,0.023696682464454975,0.32498307379823965,50.0,3.6,0.10393258426966293,0.2209737827715356,0.2350187265917603,0.11423220973782772,0.017790262172284643,0.0,0.4928571428571429,0.047619047619047616
152.0,41.8,0.176522506619594,0.823477493380406,1075.0,3.16,0.3776744186046512,0.2651162790697674,72614.0,0.6107678729037952,0.38923212709620475,1409.0,341.0,0.05325095616357752,0.032362459546925564,27.6,6.3,0.15587967183226983,0.304922515952598,0.15496809480401094,0.09480401093892434,0.005925250683682771,0.0,0.714674970805761,0.08018684312962242
95.0,33.4,0.06514206514206514,0.9348579348579349,452.0,3.17,0.5132743362831859,0.17035398230088494,43095.0,0.6065688329839273,0.39343116701607267,1259.0,142.0,0.02445842068483578,0.06708595387840671,50.0,6.5,0.06285072951739619,0.36924803591470257,0.18181818181818182,0.06172839506172839,0.0,0.0,0.5681610247026533,0.11070448307410796
177.0,34.2,0.1594571670907549,0.8405428329092451,697.0,3.36,0.40889526542324245,0.25968436154949787,61645.0,0.7023911187019641,0.29760888129803587,1107.0,258.0,0.07771135781383433,0.024765157984628524,20.2,5.9,0.11244178310046574,0.23353293413173654,0.20226214238190285,0.0718562874251497,0.0,0.0,0.6115748469671675,0.048414023372287146
82.0,34.2,0.04649196956889264,0.9535080304311073,374.0,3.16,0.3877005347593583,0.19786096256684493,60078.0,0.6043956043956044,0.3956043956043956,1263.0,117.0,0.0076077768385460695,0.08199492814877431,44.8,6.8,0.13573407202216067,0.15789473684210525,0.34349030470914127,0.10249307479224377,0.0,0.018005540166204988,0.5967940813810111,0.009864364981504316
125.0,33.4,0.06079545454545455,0.9392045454545455,603.0,2.88,0.2752902155887231,0.29850746268656714,46597.0,0.6409666283084005,0.35903337169159955,858.0,237.0,0.02531645569620253,0.1047180667433832,40.0,5.9,0.05204460966542751,0.24814126394052044,0.2258364312267658,0.07899628252788105,0.0,0.0,0.6133651551312649,0.07557677008750995
138.0,36.3,0.1782444803446419,0.8217555196553581,625.0,2.97,0.4192,0.288,58355.0,0.6602046311254712,0.3397953688745288,1394.0,162.0,0.03284868066774367,0.05438879913839526,50.0,5.9,0.0670391061452514,0.37270550678371905,0.16440542697525937,0.03990422984836393,0.0,0.0,0.5683979517190929,0.04681784930504755
124.0,35.5,0.2191129883843717,0.7808870116156283,584.0,3.24,0.3732876712328767,0.21575342465753425,55068.0,0.5586061246040127,0.44139387539598735,1137.0,210.0,0.04382259767687434,0.06705385427666315,45.0,5.9,0.2358744394618834,0.17668161434977578,0.16950672645739912,0.05560538116591928,0.0,0.0,0.6501396648044693,0.057960893854748605
73.0,25.4,0.11682242990654206,0.883177570093458,539.0,3.97,0.601113172541744,0.22263450834879406,58165.0,0.3509345794392523,0.6490654205607477,1192.0,231.0,0.05841121495327103,0.03785046728971963,28.4,6.1,0.109107303877367,0.40216411181244366,0.062218214607754736,0.011722272317403066,0.0,0.0,0.5638686131386861,0.05170316301703163
84.0,32.4,0.28351449275362317,0.7164855072463768,626.0,3.37,0.5239616613418531,0.19808306709265175,70000.0,0.861611374407583,0.13838862559241707,1170.0,98.0,0.031279620853080566,0.015165876777251185,25.3,5.4,0.16782140107775212,0.18706697459584296,0.13163972286374134,0.0,0.0,0.0,0.6447449293177627,0.08912108174554395
59.0,36.0,0.1563517915309446,0.8436482084690554,524.0,2.9,0.3511450381679389,0.37404580152671757,33548.0,0.344532279314888,0.6554677206851119,1185.0,309.0,0.06521739130434782,0.12845849802371542,50.0,5.0,0.3663101604278075,0.2522281639928699,0.09269162210338681,0.013368983957219251,0.0,0.0,0.6172328086164043,0.0927920463960232
43.0,26.5,0.3262618873445501,0.6737381126554499,467.0,2.93,0.3897216274089936,0.32762312633832974,53208.0,0.48354059985369424,0.5164594001463058,1364.0,154.0,0.0,0.11265544989027067,46.5,5.6,0.2982216142270862,0.2640218878248974,0.012311901504787962,0.07113543091655267,0.0,0.0,0.7094594594594594,0.04279279279279279
33.0,43.5,0.3023516237402016,0.6976483762597985,305.0,2.93,0.32786885245901637,0.10819672131147541,62171.0,0.6696528555431132,0.3303471444568869,0.0,67.0,0.01791713325867861,0.05711086226203808,0.0,5.7,0.18989280245022971,0.24961715160796324,0.07044410413476264,0.08728943338437979,0.0,0.0,0.5253576072821846,0.06371911573472042
74.0,24.6,0.5421327367636093,0.45786726323639076,278.0,4.82,0.7553956834532374,0.12589928057553956,37237.0,0.49739000745712153,0.5026099925428784,906.0,123.0,0.026845637583892617,0.06487695749440715,39.6,4.5,0.6748466257668712,0.18711656441717792,0.03374233128834356,0.0,0.0,0.0,0.5219347581552306,0.14285714285714285
80.0,35.3,0.46631205673758863,0.5336879432624113,281.0,4.01,0.7046263345195729,0.0498220640569395,46633.0,0.8705673758865248,0.12943262411347517,0.0,36.0,0.008865248226950355,0.02304964539007092,0.0,5.5,0.6190476190476191,0.1746031746031746,0.03835978835978836,0.0,0.0,0.0,0.5976267529665588,0.09600862998921252
148.0,27.0,0.3319604612850082,0.6680395387149918,695.0,3.49,0.40431654676258993,0.23741007194244604,37176.0,0.3875617792421746,0.6124382207578254,1131.0,396.0,0.07413509060955518,0.06836902800658978,28.7,4.8,0.13519163763066203,0.37282229965156793,0.05574912891986063,0.004181184668989547,0.0,0.0,0.6021324354657688,0.04994388327721661
47.0,48.8,0.601593625498008,0.398406374501992,321.0,2.35,0.470404984423676,0.367601246105919,43787.0,0.9853917662682603,0.014608233731739707,0.0,11.0,0.0,0.0,0.0,7.9,0.25463743676222594,0.16020236087689713,0.24283305227655985,0.09443507588532883,0.0,0.0,0.5351014040561622,0.054602184087363496
30.0,69.6,1.0,0.0,405.0,1.62,0.454320987654321,0.5456790123456791,92148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.08292682926829269,0.2682926829268293,0.14471544715447154,0.15284552845528454,0.04552845528455285,0.0,0.3464566929133858,0.025196850393700787
156.0,47.6,0.8499733048585157,0.15002669514148426,668.0,2.8,0.8023952095808383,0.18562874251497005,147778.0,0.9562199679658302,0.04378003203416978,2143.0,40.0,0.017084890549919914,0.004271222637479978,17.3,9.0,0.02107728337236534,0.10772833723653395,0.4309133489461358,0.19281811085089773,0.03669008587041374,0.03825136612021858,0.5712309820193637,0.005532503457814661
205.0,48.2,0.9782426778242678,0.021757322175732216,829.0,2.88,0.8371531966224367,0.08082026537997587,139861.0,0.9765690376569037,0.023430962343096235,0.0,28.0,0.011715481171548118,0.0,0.0,9.0,0.031958163858221963,0.09645554909936084,0.41022661243463104,0.09587449157466589,0.04822777454968042,0.023242300987797792,0.5910010111223458,0.02679474216380182
70.0,49.7,0.8206312548113934,0.17936874518860663,545.0,2.35,0.5926605504587156,0.4073394495412844,80307.0,0.7625,0.2375,1425.0,109.0,0.0609375,0.02421875,23.5,9.0,0.0,0.04756756756756757,0.4335135135135135,0.10054054054054054,0.03135135135135135,0.046486486486486484,0.500998003992016,0.011976047904191617
81.0,42.6,0.6777777777777778,0.32222222222222224,721.0,2.37,0.5062413314840499,0.42995839112343964,123309.0,0.716374269005848,0.28362573099415206,965.0,262.0,0.12923976608187135,0.023976608187134502,26.6,6.8,0.041631973355537054,0.03164029975020816,0.43880099916736054,0.14904246461282264,0.022481265611990008,0.004163197335553705,0.7190704032809296,0.0
78.0,40.1,0.9227053140096618,0.07729468599033816,362.0,3.43,0.6823204419889503,0.16574585635359115,161207.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.03575547866205306,0.23760092272202998,0.31949250288350634,0.10380622837370242,0.04728950403690888,0.0,0.621676891615542,0.053169734151329244
98.0,33.6,0.6444906444906445,0.35550935550935553,491.0,2.94,0.38085539714867617,0.17718940936863545,66964.0,0.2938322938322938,0.7061677061677062,969.0,350.0,0.19889119889119888,0.04365904365904366,19.5,4.3,0.09060022650056625,0.23782559456398641,0.15855039637599094,0.061155152887882216,0.0,0.0,0.6220546654099905,0.05466540999057493
118.0,49.6,0.7691029900332226,0.23089700996677742,913.0,2.62,0.8510405257393209,0.10733844468784227,134069.0,0.9568676716917923,0.04313232830820771,0.0,25.0,0.0,0.010469011725293133,0.0,9.0,0.05968529571351058,0.09875203472599023,0.24416711882799783,0.21486706456863808,0.009224091155724362,0.03906673901247965,0.6369699857074798,0.07098618389709385
