white,minority,median_household_income,less_than_high_school,high_school,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,employed,unemployed
0.14765570328901328,0.8523442967109867,49402.0,0.20270270270270271,0.19787644787644787,0.14285714285714285,0.026061776061776062,0.032818532818532815,0.003861003861003861,0.5195482189400521,0.14422241529105126
0.6748768472906403,0.3251231527093596,50444.0,0.1965909090909091,0.1806818181818182,0.2,0.07840909090909091,0.10795454545454546,0.0,0.5524542829643888,0.07795957651588066
0.3132842925140632,0.6867157074859368,55625.0,0.18206157965194109,0.22088353413654618,0.19410977242302543,0.0321285140562249,0.008032128514056224,0.0,0.5895564289724874,0.05783267827063447
0.19892209701126898,0.801077902988731,22417.0,0.4230498945888967,0.24877020379479972,0.06535488404778636,0.023893183415319746,0.018271257905832748,0.0,0.48548199767711964,0.09872241579558652
0.08980582524271845,0.9101941747572816,17948.0,0.32697547683923706,0.22888283378746593,0.1893732970027248,0.021798365122615803,0.0,0.0,0.49208025343189016,0.04751847940865892
0.22502744237102085,0.7749725576289791,12168.0,0.3205521472392638,0.24079754601226994,0.0705521472392638,0.046012269938650305,0.0,0.0,0.4458161865569273,0.019204389574759947
0.081267217630854,0.918732782369146,31103.0,0.2515592515592516,0.2286902286902287,0.09147609147609148,0.038461538461538464,0.017671517671517672,0.018711018711018712,0.5905923344947736,0.04006968641114982
0.624248496993988,0.375751503006012,67000.0,0.153737658674189,0.2454160789844852,0.08815232722143865,0.10860366713681241,0.006346967559943582,0.0,0.6273904996915485,0.028994447871684145
0.11752682677567705,0.882473173224323,38036.0,0.2406563354603464,0.292616226071103,0.06654512306289881,0.0,0.0,0.0,0.4573885848318999,0.044566067240031274
0.24487179487179486,0.7551282051282051,53269.0,0.23457675753228122,0.22381635581061693,0.15208034433285508,0.024390243902439025,0.011477761836441894,0.0,0.6134259259259259,0.09143518518518519
0.051521099116781155,0.9484789008832188,31894.0,0.39344262295081966,0.19672131147540983,0.09232096635030199,0.0,0.009490940465918895,0.0,0.5229658792650919,0.1889763779527559
0.7513631406761178,0.24863685932388221,60764.0,0.3630705394190871,0.17427385892116182,0.10580912863070539,0.056016597510373446,0.0,0.0,0.5056910569105691,0.17886178861788618
0.14504596527068436,0.8549540347293156,17250.0,0.39182282793867124,0.1141396933560477,0.04599659284497445,0.015332197614991482,0.039182282793867124,0.0,0.4576502732240437,0.045081967213114756
0.20253863134657837,0.7974613686534217,23401.0,0.4547826086956522,0.21391304347826087,0.023478260869565216,0.0,0.0,0.0,0.5186488388458832,0.04644616467276566
0.12153038259564891,0.878469617404351,21341.0,0.29116117850953205,0.21663778162911612,0.12998266897746968,0.01733102253032929,0.0,0.0,0.4640198511166253,0.03598014888337469
0.04077010192525481,0.9592298980747452,32083.0,0.44036697247706424,0.22018348623853212,0.045871559633027525,0.06116207951070336,0.0,0.0,0.3804573804573805,0.13097713097713098
0.37582128777923784,0.6241787122207622,48750.0,0.18773946360153257,0.21839080459770116,0.22030651340996169,0.022988505747126436,0.0,0.0,0.6305084745762712,0.025423728813559324
0.8762490392006149,0.12375096079938509,122500.0,0.04923076923076923,0.3353846153846154,0.26974358974358975,0.14256410256410257,0.020512820512820513,0.03076923076923077,0.6816927322907084,0.051517939282428704
0.14497041420118342,0.8550295857988166,67951.0,0.25487646293888166,0.22496749024707413,0.12613784135240572,0.03901170351105332,0.0,0.0,0.6013590033975085,0.061155152887882216
0.524,0.476,19155.0,0.3252032520325203,0.3143631436314363,0.14905149051490515,0.0,0.0,0.0,0.46952595936794583,0.11512415349887133
0.05612244897959184,0.9438775510204082,60875.0,0.3593155893536122,0.311787072243346,0.04182509505703422,0.04752851711026616,0.0,0.0,0.6719242902208202,0.017350157728706624
0.08023379383634431,0.9197662061636557,23077.0,0.3236434108527132,0.2858527131782946,0.045542635658914726,0.02810077519379845,0.0,0.001937984496124031,0.41455938697318007,0.10191570881226053
0.16219512195121952,0.8378048780487805,26078.0,0.3436807095343681,0.3370288248337029,0.07317073170731707,0.0,0.0,0.0,0.4930232558139535,0.07286821705426356
0.09363008442056792,0.906369915579432,38942.0,0.24239007891770012,0.21758737316798196,0.1386696730552424,0.040586245772266064,0.0,0.0,0.5382381413359149,0.023233301064859633
0.06896551724137931,0.9310344827586207,31250.0,0.42923433874709976,0.16589327146171692,0.11832946635730858,0.012761020881670533,0.0,0.0,0.54858934169279,0.06165099268547544
0.1938610662358643,0.8061389337641357,0.0,0.3688811188811189,0.06643356643356643,0.0,0.03146853146853147,0.0,0.0,0.48696682464454977,0.1338862559241706
0.17432646592709986,0.8256735340729001,20862.0,0.42514285714285716,0.2571428571428571,0.18057142857142858,0.0,0.0,0.027428571428571427,0.33905579399141633,0.18991416309012876
0.191044776119403,0.808955223880597,24355.0,0.47096774193548385,0.3311827956989247,0.07956989247311828,0.015053763440860216,0.0,0.0,0.5063063063063064,0.06486486486486487
0.13256484149855907,0.8674351585014409,22250.0,0.27562862669245647,0.2079303675048356,0.07446808510638298,0.07059961315280464,0.007736943907156673,0.0,0.5494423791821561,0.03345724907063197
0.9127625201938611,0.08723747980613894,96108.0,0.04371584699453552,0.20947176684881602,0.11657559198542805,0.2659380692167577,0.0546448087431694,0.0,0.4991922455573506,0.16155088852988692
0.6395806028833552,0.36041939711664484,22717.0,0.18507890961262555,0.29555236728837875,0.13486370157819225,0.12338593974175036,0.05738880918220947,0.03012912482065997,0.24722222222222223,0.001388888888888889
