population,age,white,minority,tot_households,average_household_size,married_households,nonfamily_households,median_household_income,owner,renter,median_gross_rent,tot_gross_rent_as_percent_of_income,less_than_30_of_income,more_than_30_of_income,median_gross_rent_as_percent_of_income,median_n_rooms,less_than_high_school,high_school,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,employed,unemployed
73.0,42.7,0.9341216216216216,0.06587837837837837,359.0,3.3,0.38440111420612816,0.4818941504178273,37721.0,0.6908783783783784,0.3091216216216216,868.0,162.0,0.03209459459459459,0.09797297297297297,48.0,4.1,0.30590961761297797,0.287369640787949,0.1541135573580533,0.03707995365005794,0.0,0.0,0.6163391933815926,0.014477766287487074
156.0,45.7,0.7536552946389012,0.24634470536109881,615.0,3.24,0.3804878048780488,0.28292682926829266,32470.0,0.25213460572576596,0.747865394274234,880.0,461.0,0.06529382219989954,0.15770969362129583,44.2,3.5,0.30671296296296297,0.41261574074074076,0.1423611111111111,0.007523148148148148,0.0,0.0,0.531948051948052,0.007792207792207792
89.0,35.3,0.43092298647854205,0.569077013521458,543.0,3.13,0.3996316758747698,0.429097605893186,25529.0,0.3409758965314521,0.6590241034685479,891.0,376.0,0.06290417401528513,0.11934156378600823,44.7,4.2,0.40216411181244366,0.36880072137060416,0.03967538322813345,0.0,0.0,0.0387736699729486,0.5787072243346008,0.08288973384030418
42.0,36.9,0.6679738562091503,0.33202614379084966,212.0,3.32,0.4669811320754717,0.20754716981132076,0.0,0.3285917496443812,0.6714082503556188,1117.0,146.0,0.09388335704125178,0.11379800853485064,33.9,4.1,0.4606986899563319,0.2903930131004367,0.1703056768558952,0.0,0.0,0.0,0.5143953934740882,0.15355086372360843
78.0,40.3,0.7526315789473684,0.24736842105263157,245.0,3.36,0.3877551020408163,0.37551020408163266,46313.0,0.5304136253041363,0.46958637469586373,830.0,145.0,0.07177615571776155,0.06447688564476886,29.4,4.0,0.3239669421487603,0.37355371900826445,0.0049586776859504135,0.013223140495867768,0.0,0.0,0.5127226463104325,0.01653944020356234
71.0,40.7,1.0,0.0,711.0,3.02,0.19831223628691982,0.2616033755274262,19517.0,0.125,0.875,899.0,587.0,0.05923507462686567,0.18330223880597016,50.0,3.5,0.3045897079276773,0.33031988873435325,0.08484005563282336,0.011126564673157162,0.0,0.0,0.4778608395629672,0.0
140.0,32.2,0.5237903225806452,0.4762096774193548,743.0,3.3,0.3405114401076716,0.23687752355316286,29313.0,0.19787841697266423,0.8021215830273358,1079.0,611.0,0.06487148102815178,0.17462260301917584,41.5,4.1,0.3156934306569343,0.4008515815085158,0.08941605839416059,0.016423357664233577,0.0,0.0,0.6285274499743458,0.07388404309902515
53.0,38.5,0.9967159277504105,0.003284072249589491,571.0,3.14,0.45884413309982486,0.10507880910683012,32083.0,0.31714126186487995,0.68285873813512,986.0,369.0,0.08151870463428253,0.12451144611948632,32.3,3.9,0.12795125666412796,0.472962680883473,0.1744097486671744,0.0030464584920030465,0.02513328255902513,0.011424219345011425,0.6434108527131783,0.06765327695560254
66.0,30.8,0.982421875,0.017578125,612.0,3.27,0.3382352941176471,0.36764705882352944,50833.0,0.17465069860279442,0.8253493013972056,1549.0,449.0,0.10678642714570859,0.11726546906187625,31.0,4.0,0.19437751004016066,0.3413654618473896,0.1493975903614458,0.09477911646586346,0.0,0.07068273092369477,0.6749244712990936,0.0513595166163142
87.0,39.2,0.9809365934521342,0.019063406547865726,605.0,3.98,0.5586776859504132,0.25950413223140495,64219.0,0.5938538205980066,0.4061461794019934,1091.0,269.0,0.05647840531561462,0.03529900332225914,22.0,4.6,0.3692220969560316,0.16741826381059752,0.13528748590755355,0.0693348365276212,0.011837655016910935,0.042277339346110485,0.6917411888479748,0.01209889531825355
90.0,51.0,0.7925170068027211,0.20748299319727892,830.0,3.18,0.4771084337349398,0.3144578313253012,26897.0,0.5598938589840788,0.44010614101592116,1042.0,419.0,0.0401819560272934,0.10083396512509477,45.3,4.3,0.3262108262108262,0.31718898385565053,0.14387464387464388,0.024216524216524215,0.007597340930674264,0.0,0.49156725627313863,0.003290826820238585
100.0,45.8,0.9104803493449781,0.08951965065502183,942.0,3.4,0.39490445859872614,0.346072186836518,39934.0,0.3618215845290081,0.6381784154709919,1654.0,587.0,0.07423580786026202,0.10230817217716781,38.4,4.7,0.24028834601521826,0.33440128153784543,0.10172206647977573,0.01922306768121746,0.11013215859030837,0.00841009211053264,0.6574074074074074,0.04185185185185185
77.0,52.4,0.8520309477756286,0.14796905222437137,356.0,2.71,0.4353932584269663,0.47752808988764045,57564.0,0.7917098445595855,0.20829015544041452,1572.0,65.0,0.0,0.06735751295336788,50.0,5.3,0.2682634730538922,0.17005988023952096,0.0718562874251497,0.06227544910179641,0.08982035928143713,0.010778443113772455,0.6763341067285383,0.042923433874709975
57.0,50.9,0.9894996911673872,0.010500308832612723,659.0,2.44,0.3611532625189681,0.44157814871016693,27005.0,0.7655472636815921,0.23445273631840796,898.0,222.0,0.05721393034825871,0.08084577114427861,38.7,3.9,0.332367849384504,0.41202027516292544,0.06444605358435916,0.022447501810282405,0.0,0.0,0.46760187040748163,0.011356045424181697
108.0,50.9,0.9699963410171972,0.03000365898280278,919.0,2.97,0.5038084874863983,0.3133841131664853,37014.0,0.33150384193194293,0.6684961580680571,1076.0,593.0,0.10537870472008781,0.10684229784120014,30.2,3.8,0.16071428571428573,0.358974358974359,0.19139194139194138,0.03296703296703297,0.02976190476190476,0.0,0.6329164985881404,0.02944735780556676
64.0,36.2,1.0,0.0,473.0,3.67,0.5856236786469344,0.23890063424947147,52169.0,0.6167146974063401,0.38328530259365995,1629.0,210.0,0.0,0.09740634005763689,48.5,5.5,0.248371335504886,0.25977198697068404,0.1775244299674267,0.0,0.0,0.0,0.5774962742175856,0.06706408345752608
100.0,51.0,0.6501809408926418,0.3498190591073583,999.0,1.65,0.15015015015015015,0.7167167167167167,12103.0,0.0054611650485436895,0.9945388349514563,381.0,990.0,0.30339805825242716,0.26395631067961167,29.1,2.8,0.381708238851096,0.25547996976568405,0.08919123204837491,0.050642479213907785,0.061224489795918366,0.0,0.4006756756756757,0.10540540540540541
64.0,62.1,0.8536385936222404,0.1463614063777596,633.0,1.79,0.27014218009478674,0.5987361769352291,18417.0,0.2588339222614841,0.741166077738516,647.0,482.0,0.14752650176678445,0.2782685512367491,46.1,2.9,0.3925318761384335,0.22313296903460839,0.13296903460837886,0.0546448087431694,0.0,0.0,0.4205933682373473,0.04363001745200698
100.0,43.0,0.996996996996997,0.003003003003003003,983.0,2.71,0.36826042726347913,0.3346897253306205,24013.0,0.0762012012012012,0.9237987987987988,1065.0,910.0,0.03340840840840841,0.2957957957957958,50.0,3.3,0.21550855991943604,0.3147029204431017,0.12185297079556898,0.026686807653575024,0.04028197381671702,0.0,0.5433848797250859,0.028780068728522335
104.0,46.8,0.9922166874221668,0.007783312577833126,1042.0,3.06,0.30902111324376197,0.31477927063339733,31795.0,0.72661644695543,0.27338355304457,1072.0,408.0,0.014438166980539862,0.11079723791588199,50.0,4.2,0.2994350282485876,0.36077481840193704,0.1384180790960452,0.0,0.0,0.0,0.5185853482497293,0.049440635149765426
55.0,53.4,0.9597359735973597,0.04026402640264026,428.0,3.42,0.35514018691588783,0.2803738317757009,36321.0,0.797676008202324,0.20232399179767602,1411.0,73.0,0.008202323991797676,0.041695146958304855,40.4,4.8,0.2268199233716475,0.28122605363984676,0.22298850574712645,0.037547892720306515,0.00996168582375479,0.0,0.4337265787647467,0.030534351145038167
68.0,52.2,0.8030848329048843,0.19691516709511567,923.0,1.91,0.11592632719393282,0.6013001083423619,15603.0,0.05955757231990925,0.9404424276800908,938.0,878.0,0.13499716392512762,0.33806012478729436,38.9,2.5,0.3515456506110712,0.22645578720345075,0.09992810927390366,0.041696621135873475,0.0,0.0,0.40054127198917455,0.04059539918809202
