"","kmodes"
"639",4
"640",2
"641",4
"642",2
"643",4
"644",1
"645",4
"646",1
"647",1
"648",1
"649",2
"650",4
"651",1
"652",2
"653",2
"654",1
"655",4
"656",4
"657",1
"658",4
"659",4
"660",2
"661",1
"662",2
"663",2
"664",2
"665",2
"666",1
"667",4
"668",1
"669",1
"670",2
"671",1
"672",1
"673",2
"674",2
"675",2
"676",4
"677",4
"678",1
"679",1
"680",1
"681",1
"682",1
"683",2
"684",4
"685",1
"686",1
"687",1
"688",4
"689",1
"690",4
"691",2
"692",2
"693",1
"694",2
"695",2
"696",2
"697",1
"698",4
"699",4
"700",1
"701",1
"702",1
"703",2
"704",4
"705",1
"706",2
"707",2
"708",1
"709",2
"710",2
"711",2
"712",2
"713",4
"714",1
"715",1
"716",2
"717",2
"718",1
"719",4
"720",4
"721",2
"722",4
"723",2
"724",2
"725",1
"726",1
"727",4
"728",2
"729",1
"730",1
"731",1
"732",1
"733",1
"734",1
"735",1
"736",4
"737",1
"738",3
"739",3
"740",4
"741",1
"742",1
"743",4
"744",4
"745",1
"746",1
"747",3
"748",3
"749",1
"750",1
"751",1
"752",1
"753",1
"754",4
"755",4
"756",1
"757",2
"758",1
"759",3
"760",1
"761",4
"762",1
"763",4
"764",4
"765",1
"766",2
"767",2
"768",3
"769",1
"770",4
"771",1
"772",1
"773",4
"774",4
"775",2
"776",4
"777",4
"778",1
"779",1
"780",4
"781",2
"782",1
"783",4
"784",1
"785",1
"786",4
"787",1
"788",1
"789",4
"790",4
"791",1
"792",1
"793",2
"794",4
"795",2
"796",3
"797",1
"798",1
"799",4
"800",4
"801",4
"802",4
"803",2
"804",1
"805",1
"806",2
"807",1
"808",4
"809",2
"810",2
"811",2
"812",1
"813",4
"814",4
"815",1
"816",1
"817",3
"818",4
"819",3
"820",3
"821",3
"822",3
"823",3
"824",1
"825",1
"826",1
"827",4
"828",1
"829",4
"830",4
"831",3
"832",2
"833",4
"834",2
"835",3
"836",2
"837",2
"838",4
"839",1
"840",1
"841",1
"842",2
"843",1
"844",1
"845",4
"846",4
"847",4
"848",2
"849",1
"850",2
"851",1
"852",4
"853",4
"854",1
"855",2
"856",2
"857",1
"858",1
"859",1
"860",1
"861",2
"862",1
"863",1
"864",1
"865",4
"866",4
"867",4
"868",2
"869",2
"870",2
"871",1
"872",2
"873",2
"874",2
"875",1
"876",1
"877",1
"878",1
"879",1
"880",1
"881",1
"882",1
"883",4
"884",1
"885",3
"886",1
"887",3
"888",1
"889",1
"890",4
"891",4
"892",1
"893",1
"894",1
"895",1
"896",3
"897",1
"898",1
"899",3
"900",1
"901",1
"902",4
"903",1
"904",4
"905",1
"906",2
"907",3
"908",3
"909",4
"910",1
"911",1
"912",1
"913",1
"914",1
"915",1
"916",1
"917",1
"918",1
"919",1
"920",4
"921",1
"922",1
"923",4
"924",4
"925",1
"926",4
"927",1
"928",4
"929",1
"930",1
"931",2
"932",4
"933",1
"934",1
"935",1
"936",1
"937",1
"938",1
"939",3
"940",1
"941",3
"942",1
"943",4
"944",3
"945",2
"946",1
"947",4
"948",4
"949",4
"950",1
"951",4
"952",2
"953",1
"954",2
"955",3
"956",2
"957",4
"958",4
"959",4
"960",2
"961",1
"962",4
"963",1
"964",1
"965",3
"966",1
"967",2
"968",4
"969",3
"970",1
"971",1
"972",1
"973",1
"974",1
"975",1
"976",4
"977",1
"978",1
"979",1
"980",1
"981",1
"982",1
"983",3
"984",1
"985",1
"986",3
"987",4
"988",1
"989",3
"990",1
"991",1
"992",1
"993",3
"994",1
"995",4
"996",1
