"","kmodes"
"907",5
"908",2
"909",2
"910",1
"911",2
"912",1
"913",1
"914",1
"915",2
"916",1
"917",1
"918",1
"919",1
"920",2
"921",1
"922",2
"923",2
"924",1
"925",2
"926",2
"927",1
"928",2
"929",1
"930",1
"931",2
"932",2
"933",2
"934",1
"935",1
"936",1
"937",1
"938",1
"939",2
"940",1
"941",1
"942",2
"943",3
"944",2
"945",2
"946",1
"947",4
"948",5
"949",5
"950",3
"951",3
"952",5
"953",3
"954",4
"955",4
"956",5
"957",3
"958",5
"959",3
"960",5
"961",3
"962",5
"963",3
"964",1
"965",4
"966",1
"967",2
"968",2
"969",2
"970",1
"971",1
"972",1
"973",1
"974",1
"975",1
"976",2
"977",1
"978",1
"979",1
"980",1
"981",1
"982",1
"983",2
"984",1
"985",1
"986",1
"987",5
"988",1
"989",1
"990",1
"991",1
"992",1
"993",5
"994",5
"995",2
"996",1
